pair_type,lang,primary_genre,topic_cluster,cosine_similarity,doc_id_1,doc_id_2,author_id_1,author_id_2,token_length_1,token_length_2,length_ratio,split_1,split_2,doc_type_1,doc_type_2,source_1,source_2,text_snippet_1,text_snippet_2
same_author_same_genre_same_topic,ar,news,9,0.12773471442983064,mix_001703,mix_001702,41c068a670f63993c5a45e2b9baebe23690edf36c68227c9a32108edcb21da41,41c068a670f63993c5a45e2b9baebe23690edf36c68227c9a32108edcb21da41,119.0,115.0,1.0347826086956522,train,train,candidate,query,babel_briefings,babel_briefings,"كشفت شركة ""سامسونغ""، يوم الأحد، أنها ستقوم بتعميم تجربة القلم الضوئي الإلكتروني الذي تتميز به S Pen على مزيد من الأجهزة القادمة؛ وذلك لنقل تجربة سلسلة ""نوت"" إلى","تعتزم شركة ""أبل"" تقديم هاتف واحد على الأقل ضمن سلسلة ""آيفون 13"" الجديدة، بلا منافذ شحن أو سماعات، خلال العام المقبل، حسب ما ذكرت تقارير تقنية. وسيساعد التخلي عن"
different_author_same_genre_same_topic,ar,news,9,0.419568275361729,mix_002588,mix_002585,a612cba5d6414a4acace46fc9117174d1da1792490ade7fea7783a552783a628,a575223519f491f786d600fc7876265ce391288ae451088bf9f61c0aed0118cd,95.0,94.0,1.0106382978723405,train,train,candidate,candidate,babel_briefings,babel_briefings,نقدم لكم أهم مواصفات هاتف Oppo Find X3 Neo الجديد، أعلنت شركة أوبو عن هاتفها الجديد Oppo Find X3 Neo الذي يعد من أقوى الهواتف لسنة 2021 فقد وضعت الشركة,أعلنت شاومي رسمياً عن هاتفها الجديد المعروف باسم Xiaomi 11 Lite 5G NE والذي يأتي بمواصفات عالية، من ناحية الشاشة والمعالج وبعض المواصفات الأخرى.
different_author_same_genre_same_topic,ar,news,9,0.3981574523682915,mix_001232,mix_001603,0cb0c083a01b58f56c70973da1880751ea5e4bd5a25acc048b0aa6efc9a9b882,37a73e3fc0149ccdec705073b434c9b02fbddd691b2bc2838225939fae9d0507,68.0,96.0,1.411764705882353,train,train,candidate,query,babel_briefings,babel_briefings,كوبرا تطلق سيارة Formentor VZ5 الجديدة بقوة 390 حصان &#039;كوبرا تطلق سيارة Formentor VZ5 الجديدة بقوة 390 حصان&#039;,"كشفت شركة كيا الكورية الجنوبية، التي غيرت اسمها بدلا من شركة كيا موتورز، النقاب عن سيارة السيدان الجديدة ""كي-8"" كأول سيارة تحمل الشعار الجديد."
different_author_same_genre_same_topic,ar,news,9,0.39296982374484957,mix_003145,mix_002694,ef2730c75cf0052d371b99dae1b2871d34c39c1e3fa2b613964ae81a85a09c6a,b57e9cdd8f4af8bbc4307a1d1e57ce557b92f8cacb057256317e09e1e2cf2ecf,112.0,76.0,1.4736842105263157,train,train,candidate,candidate,babel_briefings,babel_briefings,"عملاق التكنولوجيا ""مايكروسوفت"" يستعد للكشف عن ""جيل جديد"" من نظام التشغيل ""ويندوز"" خلال مؤتمر مايكروسوفت بيلد 2021 ، الذي انطلق الثلاثاء ويستمر حتى الخميس.",مايكروسوفت تعلن نهاية انترنت اكسبلورر للأبد &#039;مايكروسوفت تعلن نهاية انترنت اكسبلورر للأبد&#039;
same_author_same_genre_same_topic,ru,news,0,0.6324694512989967,mix_041534,mix_041535,dfcbd37484300cadd5899da73d42dffb5457516426e8699eb41935c6db755d40,dfcbd37484300cadd5899da73d42dffb5457516426e8699eb41935c6db755d40,59.0,45.0,1.3111111111111111,train,train,candidate,query,babel_briefings,babel_briefings,"Бывший президент «Спартака», а теперь колумнист «Чемпионата» раскритиковал качество дерби, но поддержал арбитров.",Бывший президент «Спартака» и колумнист «Чемпионата» настаивает на отставке Черчесова.
same_author_same_genre_same_topic,ru,news,0,0.16433115514700636,mix_040822,mix_040823,7a676001c137da35d4cd514c0f32fc0011535bc6905cac3d787477755fda8ccc,7a676001c137da35d4cd514c0f32fc0011535bc6905cac3d787477755fda8ccc,86.0,74.0,1.162162162162162,train,train,candidate,query,babel_briefings,babel_briefings,"На следующий день после презентации новой машины, в McLaren провели съёмочный день в Сильверстоуне. Проехав несколько кругов по мокрой трассе, Ландо Норрис рассказал о первых впечатлениях от машины.",Руководитель команды Mercedes Тото Вольфф прокомментировал штраф Валттери Боттаса после несколько необычного инцидента на пит-лейн по ходу второй тренировки в пятницу.
different_author_same_genre_same_topic,ru,news,0,0.4386578692898948,mix_040950,mix_039911,88b9f9d1b1e43ca5505ea7c7fbdb12650ab0f424e51d9a40b14c45a2a760fb7a,0a1dc68b4bd1f9ecc298f532f4c959b51419c5c0d5057a485fe9b2ace5a7626c,70.0,47.0,1.4893617021276595,train,train,candidate,candidate,babel_briefings,babel_briefings,Главный тренер «Ювентуса» Массимилиано Аллегри прокомментировал победу в матче 7-го тура итальянской Серии Ас «Торино» (1:0).,Главный тренер «Динамо» Сандро Шварц прокомментировал подписание нового контракта Антоном Шуниным.
different_author_same_genre_same_topic,ru,news,0,0.42412190097339164,mix_040950,mix_041585,88b9f9d1b1e43ca5505ea7c7fbdb12650ab0f424e51d9a40b14c45a2a760fb7a,e6171f2c75df1672c2bb5d57156ed633ae1dc45e704f57326c32ca19d07b707c,70.0,88.0,1.2571428571428571,train,train,candidate,query,babel_briefings,babel_briefings,Главный тренер «Ювентуса» Массимилиано Аллегри прокомментировал победу в матче 7-го тура итальянской Серии Ас «Торино» (1:0).,"Заслуженный артист России, болельщик «Зенита» Михаил Боярский прокомментировал «СЭ» победу «Спартака» над ЦСКА в матче 27 тура Тинькофф РПЛ (1:0)."
different_author_same_genre_same_topic,ru,news,0,0.4061282942899931,mix_040148,mix_041216,2704ce675135740d9e68bcf32a2a79b3d66eef6b4c897e087d012d737e0c44cc,aeaa0db051117aaa9196a1a386ecdeafd2b5d4954e8408ca4e2080ea334704af,71.0,97.0,1.3661971830985915,test,train,candidate,query,babel_briefings,babel_briefings,Старший тренер мужской сборной России по биатлону Юрий Каминский поделился мнением о кандидатах в состав национальной команды на чемпионат мира.,36-летний форвард сборной Португалии Криштиану Роналду эмоционально отреагировал на поражение национальной команды в заключительном матче групповой стадии отбора к ЧМ-2022 со сборной Сербии (1:2).
same_author_same_genre_same_topic,ru,news,1,0.5515231189496623,mix_040239,mix_040240,31780474ba3968c06e803bdbd3c88cbbe4fc06f5dc2f114cfbc16b7bee87c5d5,31780474ba3968c06e803bdbd3c88cbbe4fc06f5dc2f114cfbc16b7bee87c5d5,50.0,56.0,1.12,train,train,candidate,query,babel_briefings,babel_briefings,Практикующие психологи предлагают пройти тест и определить ваши острые психоэмоциональные потребности.,"Профессиональные психологи предлагают пройти тест на определение процента ""романтической составляющей"" в вашем характере."
same_author_same_genre_same_topic,ru,news,1,0.4780887867603909,mix_040494,mix_040493,52725262705207292a9847fad7b4fedd1a234c4537abcbe07c1b799aff2e52e9,52725262705207292a9847fad7b4fedd1a234c4537abcbe07c1b799aff2e52e9,84.0,73.0,1.1506849315068493,train,train,candidate,query,babel_briefings,babel_briefings,"Один практикующий психолог прислал в нашу редакцию тест, чтобы каждый желающий смог определить свой истинный возраст. Как правило, он намного отличается от тех цифр, что стоят в паспорте.","Насколько сильно вы нуждаетесь в партнёре, чтобы быть счастливым? Практикующий психолог прислал в нашу редакцию специальный тест, а мы делимся им с вами."
same_author_same_genre_same_topic,ru,news,1,0.2916592049244856,mix_040189,mix_040190,2b8dac9132c501f349834f0e57ec5e341093cb92a8fb1ec84764f841ace8aca6,2b8dac9132c501f349834f0e57ec5e341093cb92a8fb1ec84764f841ace8aca6,47.0,49.0,1.0425531914893618,train,train,candidate,query,babel_briefings,babel_briefings,"А вы задумывались, что для вас является главной ценностью? Нужно лишь выбрать картинку и прочитать текст ниже.","Специалисты в области психологии составили для вас тест. Надо выбрать клоуна, а далее прочитать описание."
different_author_same_genre_same_topic,ru,news,1,0.43894127328483556,mix_040239,mix_040081,31780474ba3968c06e803bdbd3c88cbbe4fc06f5dc2f114cfbc16b7bee87c5d5,1e540ebc3adce4771564e384d7a0775dfb13a78423fffd3487a425fad8e86ed5,50.0,39.0,1.2820512820512822,train,train,candidate,query,babel_briefings,babel_briefings,Практикующие психологи предлагают пройти тест и определить ваши острые психоэмоциональные потребности.,Тест по картинке от практикующего психолога расскажет про ваши отрицательные стороны.
different_author_same_genre_same_topic,ru,news,1,0.34962122044296506,mix_039884,mix_040190,077395b482e072bc8551bf076e85a5ecc29b360c8f0b2cd4dcb89cc194346b71,2b8dac9132c501f349834f0e57ec5e341093cb92a8fb1ec84764f841ace8aca6,60.0,49.0,1.2244897959183674,train,train,query,query,babel_briefings,babel_briefings,"Эксперт в области психологии подготовил для вас тест, раскрывающий качества характера, которые не нравится окружающим в вас.","Специалисты в области психологии составили для вас тест. Надо выбрать клоуна, а далее прочитать описание."
different_author_same_genre_same_topic,ru,news,1,0.34166705777153006,mix_040081,mix_040252,1e540ebc3adce4771564e384d7a0775dfb13a78423fffd3487a425fad8e86ed5,3354345764c4b964eb278d2528554f88a9c962105a3c065a9bcb8631ee974df0,39.0,57.0,1.4615384615384615,train,train,query,query,babel_briefings,babel_briefings,Тест по картинке от практикующего психолога расскажет про ваши отрицательные стороны.,Простой психологический тест поможет вам лучше узнать свой характер. Внимательно посмотрите на картинку и прочтите описание ниже.
different_author_same_genre_same_topic,ru,news,2,0.43466719939184695,mix_040754,mix_040229,70dbe2dba257f02eb05b96c9692315ceb03f56f14f77a5b39ce3741fd4eb5142,300eaaaf0e84a68a42db9abee4c22cab0af7501051744184e9d6634ad3e48261,45.0,68.0,1.511111111111111,train,train,query,query,babel_briefings,babel_briefings,"Instagram и WhatsApp принадлежат компании Facebook. У соцсети крупный сбой, а данные пользователей уже утекли в Интернет.","Компания использовала данные добровольного опроса, проведенного в сентябре среди пользователей Steam. Ниже представлены самые популярные компоненты персональных компьютеров пользователей Steam."
different_author_same_genre_same_topic,ru,news,2,0.29954369553710647,mix_041231,mix_041024,b130d6580774c844105151567de2833d7410a4d3c1fd8f51e8cb1d4b84a5a0e1,938e422c1284574a2efd88228d94c256897e196068b04da9d02726db5341a6d2,58.0,62.0,1.0689655172413792,train,train,candidate,query,babel_briefings,babel_briefings,"Скончался американский актёр Дин Стоквелл, игравший в ""Квантовом скачке"" и ""Дюне"" Дэвида Линча","16 июня 1971 года родился Тупак Шакур — американский рэпер, легенда хип-хопа, вокруг убийства которого до сих пор полно тайн."
different_author_same_genre_same_topic,ru,news,2,0.2773966337637891,mix_041532,mix_040741,df8ad4e0617839e5df7e16e4a277aeace7a8061a829ddce93add9768d72fb932,701438717dbb7ab9f7c481ad678285ac68a7d8a67589a068f01f201c6c09b7cb,83.0,106.0,1.2771084337349397,train,train,candidate,query,babel_briefings,babel_briefings,"Журналист Эмили Каплан заявила, что руководство Национальной хоккейной лиги может отказаться от участия своих игроков в Олимпийских играх — 2022, которые пройдут в Пекине.","Руководство Xbox пыталось поднять цены на подписку Xbox Live Gold, но под давлением критики игроков Microsoft была вынуждена отказаться от своего шага и извиниться перед сообществом. По словам известного аналитика игр..."
same_author_same_genre_same_topic,ru,news,3,0.1981275439567769,mix_041705,mix_041704,f6c5713436b2f2ee2d168310272d1c2bf0ff86a77c06e63b732a1a2fd31512c4,f6c5713436b2f2ee2d168310272d1c2bf0ff86a77c06e63b732a1a2fd31512c4,118.0,118.0,1.0,train,train,candidate,query,babel_briefings,babel_briefings,"Долгое время считалось, что черные дыры поглощают огромное количество окружающей материи, что приводит к смерти галактик. При этом процессе формируется высокоэнергетический объект, называемый квазаром, который останав...","Большинство вирусов распространяются осенью и зимой. Эту закономерность смогли объяснить ученые из Италии. Исследователи считают, что во многом на распространение вирусов влияет количество солнечного света, сообщает i..."
same_author_same_genre_same_topic,ru,news,3,0.17017671995204908,mix_040020,mix_040019,17495df1822e321e9edd78ecc97e1fb29d859dcdbb301a2e1b57f53c1f5408a8,17495df1822e321e9edd78ecc97e1fb29d859dcdbb301a2e1b57f53c1f5408a8,68.0,98.0,1.4411764705882353,train,train,candidate,query,babel_briefings,babel_briefings,"Ученые из Мичиганского университета США рассчитали, сколько времени жизни отнимает или добавляет потребление того или иного продукта. Об этом сообщила газета The Telegraph.","В США в четырех известных марках детского питания выявили наличие высокого уровня содержания токсичных тяжелых металлов — мышьяка, кадмия, свинца и ртути. Об этом в четверг, 4 февраля, сообщил CNN."
different_author_same_genre_same_topic,ru,news,3,0.3569975055487772,mix_040395,mix_041008,443452bbfea6382d992264484146b40fb8c5c915d853c469017ece1d55bbde0c,92045027ac756a6d485ea818da6421d18da6b9fb3a10678e89f518c68d64139e,94.0,117.0,1.2446808510638299,dev,train,query,query,babel_briefings,babel_briefings,"Ульяновский автозавод опубликовал 22 июня на своей официальной странице «Вконтаке» изображение фургона УАЗ-452 следующего поколения, который известен как «буханка». Автором проекта стал художник Тимур Даутов.","Компания «АвтоВАЗ» опубликовала в своей официальной группе в социальной сети «Вконтакте» видео, в котором продемонстрировала, как снимали рекламный ролик, посвященный выпуску новой Lada Niva Travel. Для съемок задейст..."
different_author_same_genre_same_topic,ru,news,3,0.3566903414589857,mix_040412,mix_040446,4699e71afd72a96aaee7d338ab11fdd30b418e92471bca1f8780f33ee9a073d6,4bad4c2c86dfa36203a011e6c61927357183e977f599e6ccfe909aae995cfb9b,71.0,78.0,1.0985915492957747,train,train,candidate,candidate,babel_briefings,babel_briefings,"Употребление жирной пищи повышает риск возникновения проблем с сердцем и сосудами. Исследование провели ученые из Китая, материал опубликован на портале iNews.","Ученые из Китая сочли маловероятным искусственное происхождение вируса SARS-CoV-2. Результаты нового исследования опубликованы в журнале Science China Life Sciences, сообщает Xinhua."
different_author_same_genre_same_topic,ru,news,3,0.35537867681434376,mix_040672,mix_040446,678f8af0b688de689879b457e9e158905f452e443b16e6e20cb1361b0826db36,4bad4c2c86dfa36203a011e6c61927357183e977f599e6ccfe909aae995cfb9b,86.0,78.0,1.1025641025641026,train,train,candidate,candidate,babel_briefings,babel_briefings,Китайские ученые предрекают России и другим странам Северного полушария катастрофические климатические изменения к 2100 году. Результаты их исследований опубликованы 8 марта на сайте Phys.org.,"Ученые из Китая сочли маловероятным искусственное происхождение вируса SARS-CoV-2. Результаты нового исследования опубликованы в журнале Science China Life Sciences, сообщает Xinhua."
same_author_same_genre_same_topic,ru,news,4,0.9810902876671387,mix_041252,mix_041253,b3da7a34808aca55fc62425823fb2be140a772a795c41672e4ac18a12f87690c,b3da7a34808aca55fc62425823fb2be140a772a795c41672e4ac18a12f87690c,97.0,95.0,1.0210526315789474,train,train,candidate,query,babel_briefings,babel_briefings,Коронавирус: оперативная информация по состоянию на утро 14.04.2021 На данный момент в Тамбовской области подтвердились 30 569 случаев заболевания коронавирусом. Из них 6 963 — без клинических проявле,Коронавирус: оперативная информация по состоянию на утро 18.04.2021 На данный момент в Тамбовской области подтвердились 30 854 случая заболевания коронавирусом. Из них 7 025 — без клинических проявлен
same_author_same_genre_same_topic,ru,news,4,0.27337927475666435,mix_039924,mix_039923,0b78ccf76da24cbcae65d4736c8f797058fc30411bf6c53631adc1c780ccc434,0b78ccf76da24cbcae65d4736c8f797058fc30411bf6c53631adc1c780ccc434,90.0,88.0,1.0227272727272727,train,train,candidate,query,babel_briefings,babel_briefings,"Чаще всего люди заболевают не из-за прививки, а потому что заразились коронавирусом до вакцинации, сами о том не подозревая. Об этом рассказала доктор биологических наук Анча Баранова.",Элементы вакцины от коронавируса «Спутник V» были разработаны ранее против вируса лихорадки Эболы. Об этом журналистам заявил эксперт по биологической безопасности Николай Дурманов.
same_author_same_genre_same_topic,ru,news,4,0.14687560774230957,mix_040642,mix_040641,64a9eb5c8f383a253d6bd53d738ebb347a07dbccd41770830396aa696a344a4c,64a9eb5c8f383a253d6bd53d738ebb347a07dbccd41770830396aa696a344a4c,69.0,67.0,1.0298507462686568,train,train,query,candidate,babel_briefings,babel_briefings,Специалисты из России создали технологию наработки вирусных векторов для производства на их базе препаратов для лечения редких генетических заболеваний.,"Человек может получить две прививки, сделанные разными препаратами от коронавируса. Такое мнение выразил доктор биологических наук Алексей Аграновский."
different_author_same_genre_same_topic,ru,news,4,0.39994786782675107,mix_040641,mix_039924,64a9eb5c8f383a253d6bd53d738ebb347a07dbccd41770830396aa696a344a4c,0b78ccf76da24cbcae65d4736c8f797058fc30411bf6c53631adc1c780ccc434,67.0,90.0,1.3432835820895523,train,train,candidate,candidate,babel_briefings,babel_briefings,"Человек может получить две прививки, сделанные разными препаратами от коронавируса. Такое мнение выразил доктор биологических наук Алексей Аграновский.","Чаще всего люди заболевают не из-за прививки, а потому что заразились коронавирусом до вакцинации, сами о том не подозревая. Об этом рассказала доктор биологических наук Анча Баранова."
different_author_same_genre_same_topic,ru,news,4,0.3599294082272203,mix_041607,mix_039924,e9f14a3acd47708b7970ff11fb65d3fc30737fb072f12d4af4837c0c038ea13c,0b78ccf76da24cbcae65d4736c8f797058fc30411bf6c53631adc1c780ccc434,107.0,90.0,1.1888888888888889,train,train,candidate,candidate,babel_briefings,babel_briefings,"Доктор биологических наук, глава лаборатории молекулярной эволюции РАН Георгий Базыкин заявил, что главная опасность «дельта»-штамма коронавируса заключается в его способности заразить больше людей. Об этом он рассказ...","Чаще всего люди заболевают не из-за прививки, а потому что заразились коронавирусом до вакцинации, сами о том не подозревая. Об этом рассказала доктор биологических наук Анча Баранова."
different_author_same_genre_same_topic,ru,news,4,0.33829966282635027,mix_040268,mix_040094,36a4041438610394a8e421d78a905ecacc597a6fadd02907660b9618f5c49d5e,20422668af79cbe2f057f087ca85e5f58b2358605a09a57dcf2c1b27420db22b,74.0,82.0,1.1081081081081081,train,train,query,query,babel_briefings,babel_briefings,"Российские ученые разработали наномембрану, которая способна мгновенно очищать воздух от вирусов и микроорганизмов, в том числе от коронавируса.","12 января на совещании Всемирной организации здравоохранения (ВОЗ), посвященном вариантам коронавируса SARS-CoV-2 ученые обсудили разработку новой системы наименований"
same_author_same_genre_same_topic,ru,news,5,0.27441077763576405,mix_040314,mix_040315,3bc409e1900f91c721c38a1746d0bea51a8e5f21b82291cc373407f07519d3e8,3bc409e1900f91c721c38a1746d0bea51a8e5f21b82291cc373407f07519d3e8,64.0,65.0,1.015625,train,train,candidate,query,babel_briefings,babel_briefings,"Полуфинал пройдёт без двухкратного чемпиона. Разбитые ракетки и другие страсти, которые кипят на кортах Баварии, — в видеообзоре.","Лунная походка Майкла Джексона, розыгрыш в 30 ударов и другие интересные моменты соревнования в столице Баварии в нашем видеообзоре."
same_author_same_genre_same_topic,ru,news,5,0.1889690653390601,mix_041728,mix_041727,f936f095220360d15d5523bc78d7be99821b39e688074ee2c4542743e23a01eb,f936f095220360d15d5523bc78d7be99821b39e688074ee2c4542743e23a01eb,99.0,107.0,1.0808080808080809,train,train,candidate,query,babel_briefings,babel_briefings,"Неделя выдалась интересной и насыщенной. Тут ещё первый снег выпал, намекая на скорый Новый год. Куда так летит время? Apple Многие эту новость прочитали так: Тим Кук советует пересесть на Android. Ну в каком-то смысл...","Всю неделю мы задавались вопросом: почему лето закончилось так быстро? В этой ситуации радовать может только одно — скоро презентации Apple, а значит, будет много айфончиков, часиков и вот этого всего! А пока подведём..."
same_author_same_genre_same_topic,ru,news,5,0.09042997254358764,mix_039846,mix_039845,034ac747faac6e3d157d590b91a95c5c0dab780bd2632d4372818008df31e199,034ac747faac6e3d157d590b91a95c5c0dab780bd2632d4372818008df31e199,102.0,111.0,1.088235294117647,train,train,query,candidate,babel_briefings,babel_briefings,"Дженнифер Лопес и Арми Хаммер согласились на участие в экшен-комедии Shotgun Wedding при студии Lionsgate. Режиссировать по сценарию Лиз Меривезер и Марка Хаммера будет Джейсон Мур, постановщик «Идеального голоса».","Netflix выпустил первый трейлер драмы «„Black Bottom“ Ма Рейни» — экранизации пьесы, которая, так уж получилось, стала заключительным фильмом с участием Чедвика Боузмана («Чёрная Пантера»). Премьера состоится на поток..."
different_author_same_genre_same_topic,ru,news,5,0.4684308185756192,mix_041132,mix_040303,a42bb76339282429d1f64fe74bf8036367bd5a84a28740fab4d8e2162d9915c8,3a830c0b830b0236c89246e76b1b4eeb8e1c784644f34c7cbb25dbeb5bb17c6b,120.0,85.0,1.411764705882353,train,train,query,query,babel_briefings,babel_briefings,"Я уже, наверное, всем надоел повторять одно и то же, но всё-таки для новых читателей скажу ещё раз: хотя не Apple изобрели смарт-часы, именно они сейчас диктуют моду. И все остальные производители очевидно равняются н...","«Связной» запустил топовую акцию для тех, кто не решается оформить подписку на Apple Music и Apple Arcade: можно получить до 5 месяцев бесплатно. Для активации подписки Apple Music необходимо перейти по этой ссылке, A..."
different_author_same_genre_same_topic,ru,news,5,0.4430601328363497,mix_040840,mix_040303,7cc56a377099e4f788f019d30aa68e55e33fce63afa81a961cad676eb958ecbe,3a830c0b830b0236c89246e76b1b4eeb8e1c784644f34c7cbb25dbeb5bb17c6b,101.0,85.0,1.188235294117647,train,train,query,query,babel_briefings,babel_briefings,"В прошлом году Apple выпустила ряд сервисов для просмотра видео, игр и прочего. Её приложение Apple Music также пользуется популярностью. Логично, что компания предложит общую подписку на все сервисы. Кажется, скоро т...","«Связной» запустил топовую акцию для тех, кто не решается оформить подписку на Apple Music и Apple Arcade: можно получить до 5 месяцев бесплатно. Для активации подписки Apple Music необходимо перейти по этой ссылке, A..."
different_author_same_genre_same_topic,ru,news,5,0.41399379612676546,mix_041134,mix_040589,a42c16737f802e2c8641022b83fac3a051eb22f0774332e76236cca6540060a3,5da16c3a5d8ef892a3af0fe06fb820f49ddba43d29be780f363d812d8b734c7a,61.0,42.0,1.4523809523809523,train,train,query,query,babel_briefings,babel_briefings,"Саймон Сегарс, генеральный директор директор компании ARM, крупнейшей в производстве полупроводников, написал в своем блоге следующее:","Компания объединяет усилия с Taiwan Semiconductor Manufacturing, крупнейшим производителем полупроводников в мире"
same_author_same_genre_same_topic,ru,news,6,0.7550163082086788,mix_040007,mix_040006,158669756bbf7710f9ad08af1d04890a4557dddc33706e2c07e94de9fc566e22,158669756bbf7710f9ad08af1d04890a4557dddc33706e2c07e94de9fc566e22,60.0,60.0,1.0,train,train,candidate,query,babel_briefings,babel_briefings,"Главные новости утра 22 июня, на которые стоит обратить внимание участникам криптосообщества, редакция BeInCrypto собрала в одном обзоре.","Главные новости, на которые инвесторам и другим участникам криптосообщества стоит обратить внимание утром 8 июня – в нашем обзоре."
different_author_same_genre_same_topic,ru,news,6,0.41082995963467783,mix_040658,mix_040619,665937cbc491356cf2c9ae372c4be6ba6e2d2e172fdabc1562f2f030646b1ae2,61a11f854b5875f14026bdef59e21e8a89732525ddf611c63af45d5ae38b347c,88.0,89.0,1.0113636363636365,train,train,candidate,candidate,babel_briefings,babel_briefings,"Прощание с актером и музыкантом, сооснователем рок-группы «Звуки Му» Петром Мамоновым пройдет завтра, 17 июля, в Донском монастыре, сообщила его жена Ольга Мамонова.","Ранее стало известно о смерти актера и музыканта Петра Мамонова, две недели пребывавшего в коме. Основатель группы «Звуки Му» умер 15 июля в возрасте 70 лет."
different_author_same_genre_same_topic,ru,news,6,0.3681866135339077,mix_041610,mix_041214,ea0f7f0726e5a976a6bd5bbaef296f903d7e7cb2507f5984fca019a845fc2528,aea9c77f6dca8a225d46f16ecd82e53a765fd64f5c630bab2d8210ba10ef4914,47.0,59.0,1.2553191489361701,train,train,candidate,query,babel_briefings,babel_briefings,"Астрономы обнаружили очень необычную чёрную дыру, которая может оказаться старше всех звёзд и галактик.","Астрономы обнаружили планету под названием TOI-1431b, которая по размерам в полтора раза больше Юпитера ив три раза его тяжелее."
different_author_same_genre_same_topic,ru,news,6,0.3318860548177087,mix_041043,mix_040224,965b297572f9f10d97c77b531d29901d412a6dcc4a2f3f533d62f38cf5f3403c,2f9a9ac563cf7363e258b8d35a5ffd34a0e5e1a5e7c84cc50ccab8f2706130a7,70.0,109.0,1.5571428571428572,train,train,candidate,query,babel_briefings,babel_briefings,Бывшая звезда проекта «Дом-2» Дарья Пынзарь рассказала о себе некоторые секреты. Малоизвестными фактами инстадива поделилась в Instagram.,"Джереми Реннер, известный по роли супергероя по кличке Соколиный глаз, поделился некоторыми подробнями о грядущем сольном сериале, который в скором времени должен выйти на стриминговом сервисе Disney+. Также стала изв..."
same_author_same_genre_same_topic,ru,news,7,0.44407419899111633,mix_041400,mix_041401,c9b46599317a87f743b110a4a9989b77b7ad38756e56dc46ac2083abc7662990,c9b46599317a87f743b110a4a9989b77b7ad38756e56dc46ac2083abc7662990,78.0,100.0,1.2820512820512822,train,train,candidate,query,babel_briefings,babel_briefings,Главный тренер «Локомотива» Андрей Скабелка высказался после поражения от «Йокерита» (1:4) в матче регулярного чемпионата Континентальной хоккейной лиги.,"Сегодня, 23 сентября, московское «Динамо» одержало победу в матче регулярного чемпионата Континентальной хоккейной лиги, обыграв ХК «Сочи» со счётом 4:0 (0:0, 1:0, 3:0)."
same_author_same_genre_same_topic,ru,news,7,0.1909693280441519,mix_040133,mix_040132,24bb2d00a6a7db52baeff04223659b218d9eb0131d596c387e0932c6ca58c430,24bb2d00a6a7db52baeff04223659b218d9eb0131d596c387e0932c6ca58c430,107.0,76.0,1.4078947368421053,train,train,query,candidate,babel_briefings,babel_briefings,"Нападающий «Наполи» Лоренсо Инсинье не примет участия в матче пятого тура группового этапа Лиги Европы против «Спартака» из-за проблем с коленом, сообщает официальный сайт неаполитанского клуба.",Нападающий «Вашингтона» Александр Овечкин отметился заброшенной шайбой в матче регулярного чемпионата НХЛ с «Сиэтлом» (2:5).
same_author_same_genre_same_topic,ru,news,7,0.10874060741880565,mix_039926,mix_039925,0bf18e48720f30a63036820e449c23eeb70e84b00ccef3bdf8406d4117d57a8b,0bf18e48720f30a63036820e449c23eeb70e84b00ccef3bdf8406d4117d57a8b,56.0,69.0,1.2321428571428572,train,train,query,candidate,babel_briefings,babel_briefings,Форвард «Вашингтона» Александр Овечкин получил самый мощный бросок по воротам в хоккейном симуляторе NHL 22.,Форвард «Атлетико Минейро» Халк оформил дубль в матче 12-го тура чемпионата Бразилии против «Коринтианса» (2:1).
different_author_same_genre_same_topic,ru,news,7,0.6597084648191833,mix_040632,mix_041302,63861c3362537ff77540370e435510ec631a5eb6dec9f08581926d1b42985e1d,be12d3fbbc3172f3cf6c9b3246bc647e6211aea1b179bc4e913d777aaf75a9b7,119.0,91.0,1.3076923076923077,train,train,query,query,babel_briefings,babel_briefings,"В Санкт-Петербурге завершился матч регулярного чемпионата Евролиги между местным «Зенитом» и немецкой «Баварией». Встреча завершилась со счётом 79:71 (31:16, 12:19, 11:25, 25:11) в пользу российской команды.",Казанский УНИКС на домашней площадке проиграл санкт-петербургскому «Зениту» в мате первого тура регулярного чемпионата Евролиги. Встреча завершилась со счётом 70:69.
different_author_same_genre_same_topic,ru,news,7,0.5519398319882463,mix_040597,mix_041401,5e348e81b9e0ef47621c01bd9e65dfd4901e8c7238c5a96d3269ea94c82a04f8,c9b46599317a87f743b110a4a9989b77b7ad38756e56dc46ac2083abc7662990,132.0,100.0,1.32,train,train,query,query,babel_briefings,babel_briefings,«Чемпионат» представляет турнирную таблицу регулярного чемпионата Континентальной хоккейной лиги по состоянию на 13 октября. Лидеры Западной конференции «Йокерит» из Хельсинки и московское «Динамо» набрали уже по 24 о...,"Сегодня, 23 сентября, московское «Динамо» одержало победу в матче регулярного чемпионата Континентальной хоккейной лиги, обыграв ХК «Сочи» со счётом 4:0 (0:0, 1:0, 3:0)."
